openbeta_id,betabook_id,openbeta_name,betabook_name,type,openbeta_grade,betabook_grade_ordinal,grade_gap,name_kind,source_path,betabook_path,area_alias,area_alias_whole_ratio,independent_path_support_count,independent_review_support_count,independent_accepted_support_count,tier
00071497-ba2a-4340-9822-099701bfe271,16501,One for the Queen,One for the Queen,boulder,v1,2,0,exact,Canada > British Columbia > Squamish > Stawamus Chief > North Wall Boulders,North America > Canada > British Columbia > Squamish > North Walls > Action Man,north walls,95.2,53,53,0,exact_grade
0044bdb1-18c3-4edf-a431-d9aeb272ffe5,66670,Rhino Face,Rhino Face,boulder,v3,3,1,exact,Canada > British Columbia > Squamish > Stawamus Chief > North Wall Boulders,North America > Canada > British Columbia > Squamish > North Walls > The Farm,north walls,95.2,54,54,0,near_grade
004e295a-fbd2-4231-b398-a71342904e9d,139990,Kickback,Kickback,boulder,v0,1,0,exact,Canada > British Columbia > Squamish > Stawamus Chief > North Wall Boulders,North America > Canada > British Columbia > Squamish > North Walls > The Clean Boulders > Death star,north walls,95.2,53,53,0,exact_grade
00ceb1cc-77eb-5e8c-926d-36929017cb64,58509,Bombardino,Bombardino,sport,5.11d,17,0,exact,"United States > West Virginia > New River Gorge, The > Summersville (Gauley River) Area > Summersville Lake (main)",North America > United States > West Virginia > New River Gorge > Summersville Lake > Long wall,summersville lake,87.2,44,44,0,exact_grade
00f930b1-4f9e-5257-85c6-219621bf7bec,106505,Orange Oswald,Orange oswald,sport,5.10a,10,0,exact,"United States > West Virginia > New River Gorge, The > Summersville (Gauley River) Area > Summersville Lake (main)",North America > United States > West Virginia > New River Gorge > Summersville Lake,summersville lake,87.2,44,44,0,exact_grade
01b8136a-3018-5482-99d8-19b1853c8be0,22046,Tequila Sunset,Tequila Sunset,boulder,V4,5,0,exact,United States > Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon,North America > United States > Utah > Little Cottonwood,little cottonwood,82.9,41,41,0,exact_grade
030f9c7e-988e-4e72-940d-7a5b436ad0c1,16510,Element of Crime,Element of Crime,sport,5.12b,18,1,exact,Canada > Alberta > Banff National Park > Radium Highway (92 South) > Stanley Headwall (Rock),North America > Canada > Alberta > Banff National Park > Stanley Headwall > Stanley Sport > Gery's Wall,stanley headwall,86.5,11,11,0,near_grade
0351044e-5af7-470d-87ed-59cbef7d71d1,1700,New Sheriff in Town,New Sheriff in Town,boulder,v1-,1,1,exact,Canada > British Columbia > Squamish > Stawamus Chief > North Wall Boulders,North America > Canada > British Columbia > Squamish > North Walls > Lower Sheriff's Badge Trail,north walls,95.2,54,54,0,near_grade
0396c995-18e1-4edc-ad63-31c0275f1e26,3804,Robins Span,Robins Span,boulder,v3-4,4,0,exact,Canada > British Columbia > Fraser Valley > The Stacks > Lower Right Stacks,North America > Canada > British Columbia > Fraser Valley > Hope > The Stacks > Lower Stacks > Lower Right,lower stacks,80.0,19,19,0,exact_grade
03a863bd-427a-44c5-968c-0556e2a903b1,21007,Napping Caribou,Napping Caribou,boulder,v4,5,0,exact,Canada > British Columbia > Fraser Valley > The Stacks > Lower Right Stacks,North America > Canada > British Columbia > Fraser Valley > Hope > The Stacks > Lower Stacks > Lower Right,lower stacks,80.0,19,19,0,exact_grade
03abc81b-92d3-55e7-835c-f7d7b965ef07,92764,Hot Monkey Love,Hot Monkey Love,sport,5.11a,14,0,exact,United States > Oregon > Central Oregon > Smith Rock > (l) Christian Brothers,North America > United States > Oregon > Smith Rock > Christian Brothers,christian brothers,94.7,20,20,0,exact_grade
03fe3bae-c763-5016-a3da-42140cba7d15,133254,Errors of Our Ways,Errors of Our Ways,sport,5.6,7,1,exact,United States > Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon,North America > United States > Utah > Big Cottonwood,big cottonwood,80.0,42,42,0,near_grade
046bae28-b231-55cf-8c00-69a57cef75f4,36858,Irreverence,Irreverence,sport,5.10a,10,0,exact,United States > Oregon > Central Oregon > Smith Rock > (l) Christian Brothers,North America > United States > Oregon > Smith Rock > Christian Brothers,christian brothers,94.7,20,20,0,exact_grade
0470653e-2af3-51ed-af43-daa7059d5202,22418,Mystic Void,Mystic Void,sport,5.10a,10,0,exact,United States > Oregon > Portland & The Gorge > Broughton Bluff > (6) Bat Wall,North America > United States > Oregon > Broughton Bluff > Bat Wall,bat wall,88.9,7,7,0,exact_grade
053e8dbe-3977-4561-9465-ba99c5513dea,8526,Compulsiveness,Compulsiveness,boulder,v4,5,0,exact,Canada > British Columbia > Squamish > Stawamus Chief > North Wall Boulders,North America > Canada > British Columbia > Squamish > North Walls > Swamp Thing,north walls,95.2,53,53,0,exact_grade
05e0e120-d4df-51d2-a568-94ee4f2ed199,65016,Tobacco Road,Tobacco Road,sport,5.12a/b,19,1,exact,"United States > West Virginia > New River Gorge, The > Summersville (Gauley River) Area > Summersville Lake (main)",North America > United States > West Virginia > New River Gorge > Summersville Lake > The Coliseum,summersville lake,87.2,45,45,0,near_grade
05f57ffa-1080-503d-b5e4-78a4b3db651c,118139,Stemming the Tide,Stemming the Tide,sport,5.10d,13,0,exact,United States > Utah > Southwest Utah > Saint George > Crawdad Canyon / Veyo,North America > United States > Utah > St. George > Crawdad Canyon,crawdad canyon,84.8,41,41,0,exact_grade
05ff66ef-9dbc-5a6d-a712-64735cb35e46,21661,The Backbone,The Backbone,sport,5.13a,22,0,exact,United States > Oregon > Central Oregon > Smith Rock > (s) Monkey Face,North America > United States > Oregon > Smith Rock > Monkey Face,monkey face,91.7,3,3,0,exact_grade
0628d2fc-7a1e-591f-bfb9-3354f9874a8e,25783,The Deficit,The Deficit,sport,5.10d,13,0,exact,"United States > West Virginia > New River Gorge, The > Summersville (Gauley River) Area > Summersville Lake (main)",North America > United States > West Virginia > New River Gorge > Summersville Lake,summersville lake,87.2,44,44,0,exact_grade
065978e6-2e45-43ce-b001-ff4f13995de0,107008,Morse Code,Morse code,trad,5.9,9,0,exact,Canada > British Columbia > Squamish > Shannon Falls > Shannon Springs Wall,North America > Canada > British Columbia > Squamish > Shannon Springs,shannon springs,85.7,7,7,0,exact_grade
0671ed19-5b38-5799-a845-904d88ed3d32,90462,Caress the Cullis,Caress the Cullis,sport,5.7,8,1,exact,United States > Utah > Central Utah > Maple Canyon > Maple Canyon Road,North America > United States > Utah > Maple Canyon > Platform Wall,maple canyon,82.8,82,14,68,near_grade
06b64b5f-69f8-4ba6-9695-96700edc28f4,31460,Dark Room,Dark Room,boulder,v3-4,4,0,exact,Canada > British Columbia > Fraser Valley > The Stacks > Lower Left Stacks,North America > Canada > British Columbia > Fraser Valley > Hope > The Stacks > Lower Stacks,lower stacks,82.8,17,17,0,exact_grade
06e5fbd7-978c-49d2-b8a3-c54dd790568d,95555,The Furnace Stand,The Furnace Stand,boulder,v2+,3,0,exact,Canada > British Columbia > Sunshine Coast > Raven's Cry Connector,North America > Canada > British Columbia > Sunshine Coast > Raven’s Cry Connector Boulders,ravens cry connector,97.6,3,3,0,exact_grade
074073f8-2874-446a-9aae-f717533e15b2,138645,Le Petit Ange,Le petit ange,sport,5.12a,18,0,exact,Canada > Quebec > Lanaudiere > Lac du Cap > Banlieue,North America > Canada > Québec > Lac du Cap > La Banlieue,la banlieue,84.2,9,9,0,exact_grade
07476577-9c3f-55e0-acc6-16e84f5b5f3b,22350,Lost Boys,lost boys,sport,5.10d,13,0,exact,United States > Oregon > Portland & The Gorge > Broughton Bluff > (6) Bat Wall,North America > United States > Oregon > Broughton Bluff > Bat Wall,bat wall,88.9,7,7,0,exact_grade
0758db24-2733-5703-8d4b-47f94e82b295,61941,Ransom Demand,Ransom Demand,sport,5.10a,10,0,exact,United States > Utah > Southwest Utah > Saint George > Crawdad Canyon / Veyo,North America > United States > Utah > St. George > Crawdad Canyon,crawdad canyon,84.8,41,41,0,exact_grade
07fe5dda-132c-5002-b2b5-9d9e7ba2ab10,90153,"Dat be up da Butt, Bob","Dat Be Up Da Butt, Bob",sport,5.11c,16,0,exact,United States > Oregon > Central Oregon > Smith Rock > (yy) Basalt Rimrock,North America > United States > Oregon > Smith Rock > Basalt Rimrock,basalt rimrock,90.3,14,14,0,exact_grade
0848b657-da60-587e-8b83-72635145e778,45012,Nine Gallon Buckets,Nine Gallon Buckets,sport,5.10c,12,0,exact,United States > Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall,North America > United States > Oregon > Smith Rock > Morning Glory Wall,morning glory wall,94.7,17,17,0,exact_grade
0889bc3c-9a7b-415d-b0f8-907db4f7c618,2962,Call Sign,Call Sign,trad,5.6,7,1,exact,Canada > British Columbia > Squamish > Shannon Falls > Shannon Springs Wall,North America > Canada > British Columbia > Squamish > Shannon Springs,shannon springs,85.7,8,8,0,near_grade
08c6f2a5-67cc-40ea-a443-862a08c03316,107174,Mono Mystery,Mono mystery,trad,5.10a/b,11,1,exact,Canada > British Columbia > Squamish > Shannon Falls > Shannon Springs Wall,North America > Canada > British Columbia > Squamish > Shannon Springs,shannon springs,85.7,8,8,0,near_grade
08f9cd80-1695-5395-a705-4eae1b4e511e,127640,Chug A Jug,Chug a Jug,sport,5.8,8,0,exact,United States > Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon,North America > United States > Utah > Big Cottonwood,big cottonwood,80.0,41,41,0,exact_grade
092afa99-2010-43a1-b650-d7285d80a9bf,51921,Way Better Than Nothing,Way Better Than Nothing,sport,5.9,9,0,exact,Canada > British Columbia > Kootenays West > Rossland > Rossland - Better Than Nothing,North America > Canada > British Columbia > Better Than Nothing,better than nothing,80.9,3,3,0,exact_grade
09f5e548-8f42-4c29-81c6-d731150b3a7a,16179,Half Pint,Half Pint,boulder,v5,6,0,exact,Canada > British Columbia > Fraser Valley > The Stacks > Lower Right Stacks,North America > Canada > British Columbia > Fraser Valley > Hope > The Stacks > Lower Stacks > Lower Right,lower stacks,80.0,19,19,0,exact_grade
0a4d0788-3c58-47ff-a4a6-3291b8986d0e,6976,Bad Company,Bad Company,sport,5.11a,14,0,exact,Canada > Alberta > Bow Valley > Porcupine Creek > Blind Man's Bluff,North America > Canada > Alberta > Kananaskis > Porcupine Creek > Blind Man's Bluff Right,blind man s bluff right,85.0,3,3,0,exact_grade
0a524ab7-4858-51d6-97f7-e37fa83f296d,65196,Hobbit's Pockets,Hobbit's Pockets,sport,5.10c,13,1,exact,United States > Oregon > Central Oregon > Smith Rock > (f) Cocaine Gully,North America > United States > Oregon > Smith Rock > Cocaine Gully,cocaine gully,92.9,8,8,0,near_grade
0a6f0a6b-3ad0-56ed-a7c5-bdd3f3677a26,14360,Overnight Sensation,Overnight Sensation,sport,5.11b,14,1,exact,United States > Oregon > Central Oregon > Smith Rock > (l) Christian Brothers,North America > United States > Oregon > Smith Rock > Christian Brothers,christian brothers,94.7,21,21,0,near_grade
0aadaca8-5667-51af-9a3c-5f77b890c742,131648,The Outsiders,The Outsiders,sport,5.9,9,0,exact,United States > Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall,North America > United States > Oregon > Smith Rock > Morning Glory Wall,morning glory wall,94.7,17,17,0,exact_grade
0b62248c-5295-4a87-8e57-b598433ec50a,80349,Sheriff's Snack,Sheriff's Snack,boulder,V3,4,0,exact,Canada > British Columbia > Squamish > Stawamus Chief > North Wall Boulders,North America > Canada > British Columbia > Squamish > North Walls > Lower Sheriff's Badge Trail,north walls,95.2,53,53,0,exact_grade
0b860144-9901-44ca-83a8-c8ac730590f3,18365,Peasant's Route,Peasant's Route,trad,5.10c,12,0,exact,Canada > British Columbia > Squamish > Stawamus Chief > Grand Wall Base Area,North America > Canada > British Columbia > Squamish > The Chief > Grand Wall,grand wall,80.0,5,5,0,exact_grade
0be5c7ad-2d82-5b88-985c-b205941f1b39,35970,I'll Take Sue,I'll Take Sue,sport,5.11b,14,1,exact,United States > Kentucky > Red River Gorge > Pendergrass-Murray Recreational Preserve (PMRP) > Chica Bonita Wall,North America > United States > Kentucky > Red River Gorge > PMRP > Chica Bonita,chica bonita,82.8,12,12,0,near_grade
0bf9d44b-9fdf-4461-be44-e55cee3a7bf5,8596,The Slugmeister's High-Techs,The Slugmeisters High Techs,sport,5.10a,10,0,compact,Canada > Ontario > Ontario South Bouldering and Rock > Lion's Head > Lady Slipper Wall,North America > Canada > Ontario > Lion's head > Lady Slipper,lady slipper,82.8,5,5,0,exact_grade
0c02959a-e47a-537f-b7d3-d72b9e911d0f,62505,Ring of Fire,Ring Of Fire,sport,5.11d,17,0,exact,United States > Oregon > Central Oregon > Smith Rock > (l) Christian Brothers,North America > United States > Oregon > Smith Rock > Christian Brothers,christian brothers,94.7,20,20,0,exact_grade
0c0fc95b-75ea-51fd-b10a-efb1e896068f,95639,Pour the Lead,Pour the Lead,sport,5.10b,11,0,exact,"United States > West Virginia > New River Gorge, The > Summersville (Gauley River) Area > Whippoorwill",North America > United States > West Virginia > New River Gorge > Whipporwill > North Whipporwill,whipporwill,95.7,2,2,0,exact_grade
0c1eae6e-e1f3-51b1-bd0c-b1d04a6ecaa8,97011,Gun Tower,Gun Tower,sport,5.12c,20,0,exact,United States > Utah > Central Utah > Maple Canyon > Maple Canyon Road,North America > United States > Utah > Maple Canyon > The Compound,maple canyon,82.8,81,13,68,exact_grade
0c4ad97d-6592-5476-983b-cae24f247af6,92437,Beer Can Cave,Beer can cave,boulder,V10,11,0,exact,United States > Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon,North America > United States > Utah > Little Cottonwood,little cottonwood,82.9,41,41,0,exact_grade
0cb006dc-9cc0-55bf-9e4e-2636e751c6a1,90415,I Am Pokey,I Am Pokey,sport,5.8,8,0,exact,United States > Arizona > Northern Arizona > Winslow- Hwy’s 87 & 99 Corridors > Jacks Canyon,North America > United States > Arizona > Jack's Canyon,jack s canyon,96.0,68,68,0,exact_grade
0d1e21bf-1e4f-4337-9ded-8aaca37102d8,134997,Pocket Full of Worms,Pocket Full of Worms,sport,5.9+,9,0,exact,Canada > Alberta > Bow Valley > Grassi Lakes (Closed 2022) > Gardener's Wall,North America > Canada > Alberta > Bow Valley > Grassi Lakes > Gardeners Wall,gardeners wall,96.6,11,11,0,exact_grade
0d1ed637-511d-585e-be85-6f2d76edc87e,18753,Burning Bridges,Burning Bridges,sport,5.12a,18,0,exact,United States > Utah > Southwest Utah > Saint George > Crawdad Canyon / Veyo,North America > United States > Utah > St. George > Crawdad Canyon,crawdad canyon,84.8,41,41,0,exact_grade
0da465c6-34ee-4ffd-92cb-1106e6c52473,62254,Rusted Wheel,Rusted Wheel,boulder,v2,3,0,exact,Canada > British Columbia > Kootenays West > Nelson > Bealby Boulders,North America > Canada > British Columbia > West Kootenay > Nelson > Bealby Rd,bealby rd,80.0,8,8,0,exact_grade
0db643b6-ce11-55d5-a059-3590fc0495ee,88229,Fontanero,Fontanero,sport,5.10b,11,0,exact,"United States > West Virginia > New River Gorge, The > Summersville (Gauley River) Area > Summersville Lake (main)",North America > United States > West Virginia > New River Gorge > Summersville Lake,summersville lake,87.2,44,44,0,exact_grade
0db6bcac-4fbd-5e83-867a-a75c55c6591b,68850,Majestic Pigeon,Majestic Pigeon,sport,5.12a,18,0,exact,United States > Oregon > Central Oregon > Smith Rock > (d) Aggro Gully,North America > United States > Oregon > Smith Rock > Aggro Gully,aggro gully,91.7,8,8,0,exact_grade
0db9cbac-50a5-5238-8f43-4269c32e6b76,38306,Jack & Jill Go Bolting,Jack and Jill Go Bolting,sport,5.10a,10,0,exact,United States > Arizona > Northern Arizona > Winslow- Hwy’s 87 & 99 Corridors > Jacks Canyon,North America > United States > Arizona > Jack's Canyon,jack s canyon,96.0,68,68,0,exact_grade
0ec8c2ad-45cc-5b30-bcfd-e9082afdb4f3,63980,Reason To Be,Reason to Be,sport,5.11a,14,0,exact,United States > Oregon > Central Oregon > Smith Rock > Mesa Verde Wall,North America > United States > Oregon > Smith Rock > Mesa Verde,mesa verde,80.0,3,3,0,exact_grade
0f3cb063-7f91-55d6-a2f1-721ebf9675a3,97842,Half Hearted,Half Hearted,sport,5.10d,14,1,exact,United States > Utah > Central Utah > Maple Canyon > Maple Canyon Road,North America > United States > Utah > Maple Canyon > Windshield Wiper Wall,maple canyon,82.8,82,14,68,near_grade
0ff5e7a5-678f-4caa-8531-8877241f6f83,8,Space Monkey,Space Monkey,boulder,v5,6,0,exact,Canada > British Columbia > Squamish > Stawamus Chief > North Wall Boulders,North America > Canada > British Columbia > Squamish > North Walls > The Magic Kingdom,north walls,95.2,53,53,0,exact_grade
1000b559-fd2c-5860-932a-58e7d5d147f3,5403,Sacrificial Lizard,Sacrificial Lizard,sport,5.11a/b,15,1,exact,United States > Arizona > Northern Arizona > Winslow- Hwy’s 87 & 99 Corridors > Jacks Canyon,North America > United States > Arizona > Jack's Canyon,jack s canyon,96.0,69,69,0,near_grade
1038d4f4-1874-5070-90a9-039e16e1487f,18665,Andrugen,Andrugen,boulder,V1,2,0,exact,United States > New York > Adirondacks > H: Southern Mountains > Nine Corner Lake,North America > United States > New York > Nine Corners Lake,nine corners lake,97.0,14,14,0,exact_grade
1050fe40-2c72-55c6-bcce-f95016629738,131621,Heart Shaped Drill,Heart Shaped Drill,sport,5.12c,20,0,exact,United States > Arizona > Northern Arizona > Winslow- Hwy’s 87 & 99 Corridors > Jacks Canyon,North America > United States > Arizona > Jack's Canyon,jack s canyon,96.0,68,68,0,exact_grade
107dbdce-e2dd-533b-a9ac-c9c9b484da9d,48171,Kings of Rap,Kings Of Rap,sport,5.12d,21,0,exact,United States > Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall,North America > United States > Oregon > Smith Rock > Morning Glory Wall,morning glory wall,94.7,17,17,0,exact_grade
11ee0124-1cd2-5b8e-9900-65a86f567176,51839,Sweaty Bully,Sweaty Bully,sport,5.10b,11,0,exact,United States > Wyoming > Lander Area > Wild Iris > Aspen Glade,North America > United States > Wyoming > Wild Iris > Aspen Glades,aspen glades,95.7,12,12,0,exact_grade
120ac082-8a34-4b8b-805e-e7a7b083d6a8,82463,Bear Bumps,Bear Bumps,boulder,v2,3,0,exact,Canada > British Columbia > Sunshine Coast > Raven's Cry Connector,North America > Canada > British Columbia > Sunshine Coast > Raven’s Cry Connector Boulders,ravens cry connector,97.6,3,3,0,exact_grade
12fd08f7-3d58-5731-ba53-9877e9116950,11593,Self Medication,Self Medication,sport,5.11b/c,14,1,exact,United States > Kentucky > Red River Gorge > Miller Fork Recreational Preserve (MFRP) > Coopers Cove,North America > United States > Kentucky > Red River Gorge > MFRP > Cooper's Cove,cooper s cove,96.0,7,7,0,near_grade
13127671-7241-51f5-a298-6a6993b14898,84768,Meat and Potatoes,Meat and Potatoes,boulder,V1+,3,1,exact,United States > New York > Adirondacks > H: Southern Mountains > Nine Corner Lake,North America > United States > New York > Nine Corners Lake,nine corners lake,97.0,15,15,0,near_grade
13138b59-cfa1-4ddf-8711-15dc7ce0ec2a,137324,Of Quartz It Goes!,Of quartz it goes,trad,5.9,9,0,exact,Canada > British Columbia > Squamish > Shannon Falls > Shannon Springs Wall,North America > Canada > British Columbia > Squamish > Shannon Springs,shannon springs,85.7,7,7,0,exact_grade
1390bad0-245c-598b-9662-f8ce7d8e17a4,24801,Scoot Your Muffin,Scoot your muffin,sport,5.10b,11,0,exact,"United States > West Virginia > New River Gorge, The > Summersville (Gauley River) Area > Summersville Lake (main)",North America > United States > West Virginia > New River Gorge > Summersville Lake,summersville lake,87.2,44,44,0,exact_grade
13f173ec-24ff-4660-b2f7-3336ffd0a433,107451,Acte Patriotique,Acte patriotique,sport,5.10b,10,1,exact,Canada > Quebec > Lanaudiere > Lac du Cap > Banlieue,North America > Canada > Québec > Lac du Cap > La Banlieue,la banlieue,84.2,10,10,0,near_grade
1409edbd-27ab-5231-9470-06691122781b,130880,Barking Crawdad,Barking Crawdad,sport,5.10c,12,0,exact,United States > Utah > Southwest Utah > Saint George > Crawdad Canyon / Veyo,North America > United States > Utah > St. George > Crawdad Canyon,crawdad canyon,84.8,41,41,0,exact_grade
141c977a-6736-50bc-9625-1800e3b13270,26870,White Wedding,White Wedding,sport,5.14a,25,1,exact,United States > Oregon > Central Oregon > Smith Rock > (d) Aggro Gully,North America > United States > Oregon > Smith Rock > Aggro Gully,aggro gully,91.7,9,9,0,near_grade
14348a80-c2a3-417c-91e9-9b929b4d56a6,69018,Golden God,Golden God,boulder,v4,4,1,exact,Canada > British Columbia > Squamish > Stawamus Chief > North Wall Boulders,North America > Canada > British Columbia > Squamish > North Walls > Upper Sheriff's Badge Trail,north walls,95.2,54,54,0,near_grade
147321fd-a92c-5efe-915e-4422651667d7,6593,Lets Face It,Let's Face It,sport,5.10b,11,0,compact,United States > Oregon > Central Oregon > Smith Rock > (u) Red Wall,North America > United States > Oregon > Smith Rock > Red Wall,red wall,88.9,7,7,0,exact_grade
150f8ea0-dd89-579f-823a-c76530dfecd3,33942,Churning in the Ozone,Churning In The Ozone,sport,5.13b,23,0,exact,United States > Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall,North America > United States > Oregon > Smith Rock > Morning Glory Wall,morning glory wall,94.7,17,17,0,exact_grade
1521a605-25dd-5f42-8014-663429d5aee6,52178,The Contortionist,The contortionist,sport,5.12a,18,0,exact,"United States > West Virginia > New River Gorge, The > Summersville (Gauley River) Area > Summersville Lake (main)",North America > United States > West Virginia > New River Gorge > Summersville Lake,summersville lake,87.2,44,44,0,exact_grade
1529d8f0-874e-5ac6-b97d-27433e27fa11,4895,American Beauty,American Beauty,sport,5.12b,19,0,exact,United States > Wyoming > Lander Area > Wild Iris > Aspen Glade,North America > United States > Wyoming > Wild Iris > Aspen Glades,aspen glades,95.7,12,12,0,exact_grade
1536b443-851f-4f3e-81e0-3a3b95ea62e3,3579,Magic Bean Juice,Magic bean juice,trad,5.8,8,0,exact,Canada > British Columbia > Squamish > Shannon Falls > Shannon Springs Wall,North America > Canada > British Columbia > Squamish > Shannon Springs,shannon springs,85.7,7,7,0,exact_grade
15b7c8ae-4be9-5a53-a44b-41fafaf72c82,128595,Nosferatu,Nosferatu,sport,5.10a,11,1,exact,United States > Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon,North America > United States > Utah > Big Cottonwood,big cottonwood,80.0,42,42,0,near_grade
15cfc89b-8a29-5491-b373-cac1e93ecbc1,108999,Bad Moon Rising,Bad Moon Rising,sport,5.11a,14,0,exact,United States > Oregon > Central Oregon > Smith Rock > Mesa Verde Wall,North America > United States > Oregon > Smith Rock > Mesa Verde,mesa verde,80.0,3,3,0,exact_grade
163eb81c-459f-5d0a-bb77-f90217b2492b,113995,Voyage of the Cowdog,Voyage of the Cow Dog,sport,5.8+,9,1,compact,United States > Oregon > Central Oregon > Smith Rock > (a) Picnic Lunch Wall,North America > United States > Oregon > Smith Rock > Picnic Lunch Wall,picnic lunch wall,94.4,4,4,0,near_grade
1669152f-3a3f-586c-a0ee-74c54e3cc8e7,131365,Strong Arm With the Lads,Strong Arm with the Lads,sport,5.11a,14,0,exact,United States > Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon,North America > United States > Utah > Big Cottonwood,big cottonwood,80.0,41,41,0,exact_grade
16804b16-a610-5624-8f9b-ed4ae44f74fd,83745,One Armed Bandit,One Armed Bandit,sport,5.10a,10,0,exact,United States > Arizona > Northern Arizona > Winslow- Hwy’s 87 & 99 Corridors > Jacks Canyon,North America > United States > Arizona > Jack's Canyon,jack s canyon,96.0,68,68,0,exact_grade
1695e1b7-f4c8-532a-9ad2-2fac1678bcb1,124460,Kiss it Goodbye,Kiss It Goodbye,sport,5.12d,21,0,exact,United States > Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon,North America > United States > Utah > Big Cottonwood,big cottonwood,80.0,41,41,0,exact_grade
16b3a4bb-5a3d-5ea7-ba26-061e590a99f7,90672,Bloodline,Bloodline,sport,5.12b,19,0,exact,United States > Oregon > Portland & The Gorge > Broughton Bluff > (6) Bat Wall,North America > United States > Oregon > Broughton Bluff > Bat Wall,bat wall,88.9,7,7,0,exact_grade
16fc7c9d-f0d9-514d-b655-9642981cb8d9,92960,Snap to Attention,Snap to Attention,boulder,V2,4,1,exact,United States > Washington > Northeast Corner & Spokane > Spokane Area > Tum Tum,"North America > United States > Washington > Tum Tum, WA",tum tum wa,82.4,3,3,0,near_grade
1740f659-1c4b-416f-9e8d-d4ac9949aa1d,5594,Hotel California,Hotel California,boulder,v2,3,0,exact,Canada > British Columbia > Kootenays West > Nelson > Bealby Boulders,North America > Canada > British Columbia > West Kootenay > Nelson > Bealby Rd,bealby rd,80.0,8,8,0,exact_grade
17696196-c116-5dec-bc5a-52e3510081d4,90814,Paradigm Shift,Paradigm Shift,sport,5.12b,19,0,exact,United States > Utah > Southwest Utah > Saint George > Crawdad Canyon / Veyo,North America > United States > Utah > St. George > Crawdad Canyon,crawdad canyon,84.8,41,41,0,exact_grade
17ba6ecc-0c88-5fa0-a7f5-f11f7bfe68fa,86371,Packs a Punch,Packs a Punch,boulder,V6-7,8,1,exact,United States > Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon,North America > United States > Utah > Little Cottonwood,little cottonwood,82.9,42,42,0,near_grade
180bbff8-2bf7-5eac-8c37-f162cd172964,65697,Sweaty Balls,Sweaty Balls,sport,5.10b,11,0,exact,United States > Wyoming > Lander Area > Wild Iris > Aspen Glade,North America > United States > Wyoming > Wild Iris > Aspen Glades,aspen glades,95.7,12,12,0,exact_grade
183ba127-19ca-59ea-9846-1757fd449753,51799,The Heathen,The Heathen,sport,5.13a,22,0,exact,United States > Oregon > Central Oregon > Smith Rock > (yy) Basalt Rimrock,North America > United States > Oregon > Smith Rock > Basalt Rimrock,basalt rimrock,90.3,14,14,0,exact_grade
1844bcd2-8094-5a15-82b6-e8bcf620cc5c,19229,Bored Of Inquiry,Bored of Inquiry,sport,5.12b,19,0,exact,United States > Arizona > Northern Arizona > Winslow- Hwy’s 87 & 99 Corridors > Jacks Canyon,North America > United States > Arizona > Jack's Canyon,jack s canyon,96.0,68,68,0,exact_grade
18751659-05f5-403a-8ce3-4415a09efa90,99996,Mr. Bigglesworth,Mr. Bigglesworth,boulder,v8-,8,1,exact,Canada > British Columbia > Squamish > Stawamus Chief > Grand Wall Boulders,North America > Canada > British Columbia > Squamish > Grand Wall Boulders > Titanic North,grand wall,100.0,201,0,201,near_grade
1893cd4c-e62a-4dee-874f-344f855e8bce,19784,A Thor et a Travers,A Thor et a Travers,boulder,v7,8,0,exact,Canada > British Columbia > Fraser Valley > The Stacks > Upper Left Stacks,North America > Canada > British Columbia > Fraser Valley > Hope > The Stacks > Upper Stacks,upper stacks,82.8,5,5,0,exact_grade
18bd4b12-73e0-531e-acea-765692590ae1,58648,Beware of Dog,Beware of Dog,sport,5.10d,13,0,exact,United States > Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon,North America > United States > Utah > Big Cottonwood,big cottonwood,80.0,41,41,0,exact_grade
196589d7-d02a-5103-87bc-5cc2749186ec,109277,Bill's Flake,Bill's Flake,trad,5.10a,10,0,exact,United States > Oregon > Central Oregon > Smith Rock > (u) Red Wall,North America > United States > Oregon > Smith Rock > Red Wall,red wall,88.9,7,7,0,exact_grade
19e94060-6f0e-4bf6-99ad-c1e5df9eaee6,76105,La ligne féministe,La ligne féministe,sport,5.8,8,0,exact,Canada > Quebec > Bas-Saint-Laurent > La montagne à Coton > Le fils à Coton,North America > Canada > Québec > Montagne à Coton > Fils à Coton,fils a coton,88.9,2,2,0,exact_grade
19ea2d08-1a6d-57c7-8ec9-b54b13ae1de9,92940,Red Light District,Red Light District,sport,5.10a,9,1,exact,United States > Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon,North America > United States > Utah > Big Cottonwood,big cottonwood,80.0,42,42,0,near_grade
